,Review,Date,Opinion,Year
280,A caring company that listens to their customers. Their staff must be well trained as they are 100 % competent when discussing any issues. Thanks to their training department.,2022-05-25,POSITIVE,2022
281,The customer service team are very friendly and talk a good game. Less good at actually solving problems.,2022-05-25,POSITIVE,2022
282,I came to tf 2 gas and 2 elec to my property.  I am struggling  with 2nd gas tf. you have tfd the wrong tenant gas which gas caused issues and still not fit my 2nd gas tf .,2022-05-25,NEGATIVE,2022
283,"Great service and provider, only negative is the need to make estimated pre-payments irrespective of the actual useage in the instance when smart meters don't operate or cant be connected.",2022-05-25,NEGATIVE,2022
284,Have found Valda Energy efficient and a reliable provider. Once completely connected to my smart meter everything has flown smoothly. Just make sure you submit early readings so that the correct amount of energy that is being used is recorded accurately.,2022-05-24,POSITIVE,2022
285,takinig payments for nothing 4 times a month,2022-05-24,NEGATIVE,2022
286,"Payge was incredibly helpful from start to finish, she sorted my query out fully and was friendly and accommodating, if I could speak to Payge every time I call Valda I would be very happy. Her customer service skills are amazing. Thanks Payge",2022-05-23,POSITIVE,2022
287,Love this company Easy toContact They care about customers,2022-05-19,POSITIVE,2022
288,"when joining up, I asked to pay £300 per month so I would be up front in winter when my Business uses much more power for Kennels heating and lighting. You have never done this, and have even pestered me to pay in more money even tho` I was well in credit. I have kept an eye on my usage and paid in extra to ensure that I`m always in credit, but on months when I didn`t use £300 you should have still taken £300 ! that way you wont be saying I need to put in £600 or whatever when I do use more. Seems like you don`t understand how monthly budgeting works?    Also the payments bar graph doesn`t show individual payments details, just a monthly amount used.",2022-05-19,NEGATIVE,2022
289,"I had issues with Valda when I joined in February with them invoicing me for huge bills which I hadn’t even opened my business yet so could not under stand where they were getting the estimates from. I got a bill in April through the post which said please make a ‘one off’ online payment over the phone of £190.. which I did. A couple of days later they took £800 out of my account with out any warning!! You can not do this! I did not you permission or give you my bank details to save! I contacted them which they stated this was estimated from March to May and I could not get this money back.. The guy on the phone was very helpful don’t get me wrong at the time I thought he was brilliant, he told me if I set up a direct debit and submitted meter reads at the start of every month that no money will be taken out of my account with out warning. Today I checked my Valda App which I have an invoice for over £1000 which comes out in 2 days time when I paid £800 last Friday!!  Can someone please tell me where you have for this figure from as my shop isn’t even open yet so how can you justify charging me £1000 when I haven’t even submitted a meter read and was told that no money would be taken from my account if I set up a direct debit!! I am a small hairdressing business and I can not afford this. I am spending every penny I have renovating my shop which isn’t even open yet and you are charging me these prices when the previous tenant was paying £159 a month with British Gas!! My account number is 179876 please contact me ASAP 01684 294389",2022-05-14,NEGATIVE,2022
290,I'm really happy with the level of service I have received to-date. Charley has been helping with my new contract and made the process really easy and stress-free. And the online portal looks great and is really intuative. Thank you!,2022-05-12,POSITIVE,2022
291,You are ignorant and not helpful.You are answering the phone after 1:30 You are very slow.I been talking to a lady and I did ask a question she never replied to and put the phone down aggressively .I will give you 0 star Yosif khezerpour 07479082424,2022-05-12,NEGATIVE,2022
292,"Can’t fault this compnay especially with the upto date mobile app that now allows direct debit. Customer service is exceptional. Don’t understand how there are bad reviews on here, people must be mad. You only pay for what you as long as you keep up to date with your meter reads. No other company offers this product!!!!",2022-05-12,POSITIVE,2022
293,"Was a little concerned going to a supplier I had not heard of, however they have been great so far . Easy to set my direct debt up on the app. Love they dont estimate and bill me on what I actually usage is",2022-05-12,POSITIVE,2022
